phase,model_name,display_name,params,folds_used,mean_log_loss,mean_brier,mean_accuracy,mean_auc,std_log_loss,std_brier,std_accuracy,std_auc
train_validation_to_test,glm_ridge,GLM Ridge,c=0.0625; l1_ratio=None; lambda=16; model_name=glm_ridge; penalty_family=ridge,5,0.6555298997034993,0.23143321862209493,0.6181818181818182,0.6663390313390313,0.03126350122774462,0.012847895200661192,0.03090314856722897,0.03168872497884663
train_validation_to_test,glm_ridge,GLM Ridge,c=0.125; l1_ratio=None; lambda=8; model_name=glm_ridge; penalty_family=ridge,5,0.66253284460065,0.23381993723139657,0.6484848484848484,0.6619067370537959,0.040308823941858266,0.015869336407439302,0.014845392380504098,0.03461145149050356
train_validation_to_test,glm_ridge,GLM Ridge,c=0.25; l1_ratio=None; lambda=4; model_name=glm_ridge; penalty_family=ridge,5,0.6705212126815306,0.23634055660262895,0.6424242424242423,0.6627044578515167,0.050022773069579134,0.01912786795745697,0.02267671143499356,0.04004913408188971
train_validation_to_test,glm_ridge,GLM Ridge,c=0.5; l1_ratio=None; lambda=2; model_name=glm_ridge; penalty_family=ridge,5,0.677536706912498,0.23842779288097393,0.6484848484848484,0.6581460532931119,0.05827376515814945,0.02179494024874658,0.014845392380504098,0.043623045016039634
train_validation_to_test,glm_ridge,GLM Ridge,c=1; l1_ratio=None; lambda=1; model_name=glm_ridge; penalty_family=ridge,5,0.6826853587882435,0.239908160649563,0.6484848484848486,0.6551885369532429,0.06390385404581286,0.02353550758053463,0.030903148567229005,0.049869004377971655
train_validation_to_test,glm_ridge,GLM Ridge,c=2; l1_ratio=None; lambda=0.5; model_name=glm_ridge; penalty_family=ridge,5,0.6860030665737022,0.24086183504374645,0.6545454545454545,0.655097620244679,0.06717936334339715,0.02451040052219844,0.03636363636363638,0.05197765337778643
train_validation_to_test,glm_ridge,GLM Ridge,c=4; l1_ratio=None; lambda=0.25; model_name=glm_ridge; penalty_family=ridge,5,0.6879357514245056,0.24142050484180638,0.6606060606060606,0.6550921736215854,0.06878849244099063,0.024969091887755646,0.04453617714151235,0.05041060479133291
train_validation_to_test,glm_ridge,GLM Ridge,c=8; l1_ratio=None; lambda=0.125; model_name=glm_ridge; penalty_family=ridge,5,0.689011181890675,0.2417318408022374,0.6606060606060606,0.6543229428523546,0.06956572632321045,0.025183225858843583,0.04453617714151235,0.05027684768901093
train_validation_to_test,glm_ridge,GLM Ridge,c=16; l1_ratio=None; lambda=0.0625; model_name=glm_ridge; penalty_family=ridge,5,0.6896248092201833,0.24190989029889245,0.6606060606060606,0.652812971342383,0.0698947844348809,0.0252642680789563,0.04453617714151235,0.05050919107961473
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.03125; l1_ratio=0.05; lambda=32; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6539955644837464,0.23110483093034384,0.6060606060606061,0.6711186525892409,0.022782295152767883,0.010251735666006482,0.05420770854544946,0.04339559257960543
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.0625; l1_ratio=0.05; lambda=16; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.655562010711934,0.23154850695952683,0.618181818181818,0.6650054466230937,0.029384426771702627,0.012273930888044975,0.049236596391733084,0.037583980543945274
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.0625; l1_ratio=0.15; lambda=16; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6571720967438237,0.23240324328380932,0.6363636363636364,0.6643610692140104,0.029011100860282888,0.012623681978511143,0.042854956435548326,0.04105198460323823
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.125; l1_ratio=0.3; lambda=8; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6608988625759595,0.2337582257862248,0.6303030303030303,0.6599057315233786,0.034019757050552824,0.014243545280823599,0.03533910239300179,0.045088042737782545
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.125; l1_ratio=0.15; lambda=8; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6610890893029417,0.23356306159448542,0.6424242424242423,0.6635700519524048,0.036667694637742033,0.014895784431592495,0.03533910239300182,0.046478642836205904
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.03125; l1_ratio=0.15; lambda=32; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6613604724462722,0.23444636496524787,0.6242424242424243,0.6569239148650914,0.022198359938054333,0.010493091223710251,0.024242424242424218,0.04801900579282476
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.0625; l1_ratio=0.3; lambda=16; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6613629624921595,0.23430171318069987,0.6121212121212121,0.6569075749958102,0.028440701186612287,0.013040100655442038,0.03533910239300179,0.04678775519115332
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.125; l1_ratio=0.05; lambda=8; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6617248419862605,0.233600430634479,0.6484848484848484,0.6687443438914027,0.039117851565242424,0.015576699910783231,0.030903148567229005,0.04175674967694462
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.125; l1_ratio=0.5; lambda=8; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6625342338787823,0.2345830692690853,0.6242424242424243,0.6560935143288085,0.033840163555770394,0.014840449564691249,0.04535342286998717,0.04779962420285841
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.125; l1_ratio=0.7; lambda=8; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6646856341002035,0.2356277636768679,0.6121212121212121,0.6531305513658455,0.033780372454426714,0.015282710870381737,0.048484848484848485,0.0500417679014569
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.25; l1_ratio=0.85; lambda=4; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6652311108782026,0.23549839515052207,0.6363636363636364,0.6545902463549523,0.037482145120817344,0.01579736874557708,0.05749595745760688,0.04599344547358674
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.25; l1_ratio=0.95; lambda=4; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6653089035752332,0.2355750000092125,0.6363636363636364,0.650868945868946,0.03762798712568241,0.016063231776358097,0.05749595745760688,0.04937257822011752
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.25; l1_ratio=0.7; lambda=4; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6654500459676521,0.2355345316341268,0.6363636363636364,0.6531711915535446,0.03788306214808399,0.01568123537284188,0.05749595745760688,0.04654299894399021
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.25; l1_ratio=0.5; lambda=4; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6659387123030138,0.2355225729112115,0.6484848484848484,0.6524589408412937,0.039617852019732676,0.01595750295864395,0.04535342286998717,0.04720831273014273
train_validation_to_test,glm_elastic_net,Elastic Net GLM,c=0.25; l1_ratio=0.3; lambda=4; model_name=glm_elastic_net; penalty_family=elastic_net,5,0.6664472370558192,0.23530711242909486,0.6484848484848484,0.6598554550025139,0.04421057375563977,0.017588878361394163,0.030903148567229005,0.04749456911418801
